date,rates_score,rates_regime,us_2s10s,us_5s30s,us_real_10y,us_de_10y_diff,us_jp_10y_diff,it_de_10y_diff
1999-08-24,70.23605795573053,TIGHTENING,0.21899999999999942,0.2290000000000001,4.0297,1.0119999999999996,3.8309999999999995,0.26199999999999957
1999-08-25,69.7553722839555,NEUTRAL-TIGHT,0.19100000000000072,0.24600000000000044,4.0307,0.984,3.7030000000000003,0.2789999999999999
1999-08-26,70.0139573284238,TIGHTENING,0.18799999999999972,0.22499999999999964,4.0213,1.008,3.808,0.2450000000000001
1999-08-27,71.07363877730896,TIGHTENING,0.20899999999999963,0.20899999999999963,4.0366,1.0679999999999996,3.904,0.274
1999-08-30,71.82242285922504,TIGHTENING,0.2240000000000002,0.20599999999999952,4.0458,1.0780000000000003,3.95,0.25400000000000045
1999-08-31,72.67323304441022,TIGHTENING,0.24799999999999933,0.19399999999999995,4.0503,1.0789999999999997,4.035,0.25900000000000034
1999-09-01,73.70129765564057,TIGHTENING,0.2530000000000001,0.21300000000000008,4.048,1.053,4.078,0.2629999999999999
1999-09-02,74.31206769248385,TIGHTENING,0.28500000000000014,0.2550000000000008,4.0565999999999995,0.9889999999999999,4.103,0.2549999999999999
1999-09-03,73.40789673357838,TIGHTENING,0.266,0.24899999999999967,4.0464,0.9489999999999998,4.031,0.25900000000000034
1999-09-04,72.14807146944278,TIGHTENING,0.266,0.24899999999999967,4.0464,0.9489999999999998,4.031,0.25900000000000034
1999-09-06,71.09768863468494,TIGHTENING,0.27000000000000046,0.2549999999999999,4.0299000000000005,0.9630000000000001,4.083,0.23999999999999932
1999-09-07,70.77710209333267,TIGHTENING,0.274,0.2600000000000007,4.0523,0.8869999999999996,4.103999999999999,0.2320000000000002
1999-09-08,70.3333928917954,TIGHTENING,0.27000000000000046,0.274,4.0428,0.9140000000000006,4.098,0.3290000000000006
1999-09-09,70.80510725861471,TIGHTENING,0.28200000000000003,0.258,4.051200000000001,0.9140000000000006,4.114000000000001,0.242
1999-09-10,70.6276475040273,TIGHTENING,0.25899999999999945,0.266,4.0382,0.8559999999999999,4.085999999999999,0.25100000000000033
1999-09-13,70.44685699823678,TIGHTENING,0.25899999999999945,0.27999999999999936,4.0363,0.7849999999999993,4.117999999999999,0.23999999999999932
1999-09-14,70.07338891407144,TIGHTENING,0.27699999999999925,0.2889999999999997,4.0363999999999995,0.8209999999999997,4.25,0.24300000000000033
1999-09-15,69.6027762318002,NEUTRAL-TIGHT,0.28799999999999937,0.3250000000000002,4.044599999999999,0.7319999999999993,4.209999999999999,0.25
1999-09-16,68.78891271671716,NEUTRAL-TIGHT,0.2839999999999998,0.31599999999999984,4.0446,0.7909999999999995,4.201,0.26400000000000023
1999-09-17,68.98407120082966,NEUTRAL-TIGHT,0.26500000000000057,0.3070000000000004,4.051200000000001,0.8160000000000007,4.159000000000001,0.23899999999999988
1999-09-18,69.10790549257442,NEUTRAL-TIGHT,0.26500000000000057,0.3070000000000004,4.051200000000001,0.8160000000000007,4.159000000000001,0.23899999999999988
1999-09-20,69.27303111398778,NEUTRAL-TIGHT,0.266,0.2859999999999996,4.0671,0.8209999999999997,4.249,0.2290000000000001
1999-09-21,69.76997700125311,NEUTRAL-TIGHT,0.2759999999999998,0.28200000000000003,4.0733999999999995,0.8330000000000002,4.243,0.258
1999-09-22,70.41076349780886,TIGHTENING,0.2680000000000007,0.29600000000000026,4.0754,0.806,4.093,0.21799999999999997
1999-09-23,69.72267566869112,NEUTRAL-TIGHT,0.25400000000000045,0.32200000000000006,4.0754,0.7310000000000008,3.9760000000000004,0.25200000000000067
1999-09-24,69.16395398764723,NEUTRAL-TIGHT,0.23599999999999977,0.31400000000000006,4.06,0.7709999999999999,4.053999999999999,0.2320000000000002
1999-09-27,68.81618239693209,NEUTRAL-TIGHT,0.2400000000000002,0.2999999999999998,4.0777,0.7410000000000005,4.115,0.16800000000000015
1999-09-28,68.79018546840902,NEUTRAL-TIGHT,0.2649999999999997,0.29800000000000004,4.0698,0.8300000000000001,4.170999999999999,0.21200000000000063
1999-09-29,69.11757304972124,NEUTRAL-TIGHT,0.2809999999999997,0.2889999999999997,4.0703,0.8309999999999995,4.262,0.20899999999999963
