date,composite_instability,Europe→US_inst_z,Gold vs SPX_inst_z,10Y vs SPX_inst_z,HY vs SPX_inst_z,AUDJPY vs SPX_inst_z,JPY vs SPX_inst_z,Europe→US_roll21,Gold vs SPX_roll21,10Y vs SPX_roll21,HY vs SPX_roll21,AUDJPY vs SPX_roll21,JPY vs SPX_roll21
2000-02-23,0.7001913688168104,2.1348394678096407,1.1554873848357439,-1.062833141115691,,0.320546286435013,0.9529168461193451,0.06509676406893805,-0.05552948001167861,0.10827929856208304,,0.19029686610505922,-0.13487641085245886
2000-02-24,0.6782448967626638,2.248873095311809,1.1484869633639256,-1.1110284536758996,,0.24148813124470833,0.8634047475687754,0.010836759182958875,-0.1386958002600831,0.09235626701548401,,0.02961062678499759,0.17181264702233925
2000-02-25,0.6744522151216259,2.3681370556074084,1.1445947212612646,-1.1326182831441844,,0.16888496626861707,0.823262615615024,-0.01598939506789094,-0.07509865718537483,0.11295614350216275,,0.09008097104402854,0.2617886110258506
2000-02-28,0.6499357513199409,2.3915210242450256,1.1121352719817117,-1.116292072567776,,0.12504089631885673,0.7372736366218864,0.15546637245889358,-0.07157717174713352,0.16924178751405547,,-0.09333640646023825,0.1818281393532445
2000-02-29,0.6345259932662848,2.4366722255392883,1.0843875537087053,-1.0995970716142909,,0.07171158241549881,0.679455676282222,0.09111163459297818,-0.06614006452529655,0.19583750270525282,,0.03231354818275878,0.21485834892972278
2000-03-01,0.6215088132306074,2.468062319928651,1.0611565890160581,-1.0714283096427373,,0.07555561370421855,0.5741978531468461,0.10644232150586838,-0.07536490279172672,0.18676289517152467,,-0.15010362503269448,0.005597473060557374
2000-03-02,0.6168657154280506,2.5155561227881122,1.0438885215227482,-1.0262209608984398,,0.07233243599986093,0.4787724577279713,0.056631176498345245,-0.10067026728753511,0.2723815267801519,,-0.11470546137162141,0.04452393950033253
2000-03-03,0.611843437131782,2.562723396069484,1.001085456503411,-1.0273393403952469,,0.07546147178898283,0.4472862016922795,0.04349846897022652,-0.14148614767756265,0.2757070651211345,,-0.07829909050997809,0.05451977281732092
2000-03-04,0.6072836506681781,2.6018830105982453,0.9610335594307787,-1.0477088216029877,,0.08877407135872176,0.43243643355613304,0.04834034329362276,-0.15017602922969453,0.29906021424219703,,-0.08012027675158333,0.05533705003359263
2000-03-06,0.6083072523731762,2.687453700416015,0.9275356841189432,-1.0899682339211032,,0.10166911677750154,0.4148459944745244,-0.06392687284688833,-0.11856781183484891,0.28315418706828127,,-0.07816472440199916,0.01813339785326199
2000-03-07,0.6279471576578907,2.7698844051842175,0.8916771986216384,-1.04638460904595,,0.1011805674946991,0.42337822603484865,-0.07788348658119267,-0.09840705221022901,0.41964927002376484,,-0.021530577234859995,0.10592146292202237
2000-03-08,0.65322351529889,2.8636751303700496,0.880626340361022,-1.017307388423863,,0.09728556849079519,0.4418379256964462,-0.1231875454661374,-0.2292982049657775,0.42125865508364985,,0.04653009886631556,0.1360919606144617
2000-03-09,0.6713173686067206,3.019045550420537,0.8661939906836934,-1.062069373966118,,0.09814386260090403,0.43527281329458695,-0.2565230821217408,-0.21201107626855903,0.2873758973793346,,0.1107992103068791,0.04908373044079114
2000-03-10,0.6782288507076866,3.1496983561386487,0.8614567591251938,-1.1578293566398172,,0.10259040568482783,0.4352280892295798,-0.2589043611686832,-0.19542906245855715,0.2693123115275971,,0.11225921005351541,0.04862919352294795
2000-03-13,0.6688556984681242,3.1683982779685147,0.8622476491732098,-1.2425106958012153,,0.10562058069726268,0.45052268030284803,-0.08177037224157263,-0.16763108551098901,0.26837352170530787,,0.09928233403122165,0.055751322339491906
2000-03-14,0.6552865062010588,3.149426465137445,0.8549580065316709,-1.3173052127918703,,0.11514097863466914,0.47421229349337907,-0.018630179035280803,-0.11671296989218238,0.33300550579441535,,0.1414708873449895,0.08315968305643862
2000-03-15,0.6606732274475828,3.172911401007275,0.848306161133854,-1.3501506676031352,,0.12517388155258682,0.5071253611473335,-0.19098582790577298,-0.09341636879822197,0.33073078024803493,,0.1699548303623774,0.14713312967876394
2000-03-16,0.6364915312711255,3.1113230688138325,0.8012341140471502,-1.3945855100593612,,0.12041522402756218,0.5440707595264429,0.03402632659007423,-0.019593530847804554,0.08293319925989104,,0.15516903502191187,0.21045988546136185
2000-03-17,0.60603288436449,3.046697361468846,0.7394971753728877,-1.4809020696477093,,0.1264205265234339,0.5984514281049919,0.03342356742779143,-0.015462880869243483,0.08458279531832988,,0.1574483790136584,0.19951746346992008
2000-03-20,0.5715011196569233,2.9872983234498367,0.679622553389658,-1.5733636739025523,,0.10290529480918162,0.661043100538492,-0.0001287573352658112,-0.03807194934530963,0.08680650291592278,,0.15250696687083692,0.20969865215186984
2000-03-21,0.5397331381198466,2.9291804111494923,0.6205531696692969,-1.6961691505387066,,0.1068415583156551,0.7382597020034952,-0.03564677188547109,0.07261723760652788,0.04852025239461006,,0.19323168394050688,0.243621983140235
2000-03-22,0.5427654362665577,2.8967853423798324,0.601652412519243,-1.7034453796937923,,0.10891862017300549,0.8099161859545,-0.03901303304526496,0.08544396338115279,0.044105635590533036,,0.1923096084468026,0.241032719109756
2000-03-23,0.5544843215600309,2.876488747722466,0.5846791151632085,-1.6885940171727296,,0.11108056984544264,0.8887671922417673,-0.08316590339742304,0.04333291922291372,-0.009159250615163175,,0.19553084550057978,0.2680628635646359
2000-03-24,0.5213207108452813,2.824575568850324,0.5666212025341602,-1.8082917832710281,,0.11837950079205795,0.9053190653208922,-0.06850122948435403,-0.10278697010200252,-0.09605264404605958,,0.17463752972592383,0.22893646673806275
2000-03-27,0.48776176337090293,2.739674322479061,0.5065164022841013,-1.7037793474341512,,-0.02875131200782424,0.9251487515333271,-0.043046270630818714,-0.0617140914253987,-0.15134656653536888,,0.1642770052204137,0.23958070220609198
2000-03-28,0.46061575915042685,2.6669220417666484,0.4465782444679759,-1.6275013775324703,,-0.13549743849866164,0.9525773255486419,-0.05918120564497414,-0.06087651248115005,-0.12090375219386561,,0.15684815471023913,0.25168316625938203
2000-03-29,0.45317710694490465,2.592586003042959,0.33788325258278684,-1.5575518184943524,,-0.15459924033038366,1.0475673379235135,-0.06045318088422658,-0.04427988838231216,-0.11940897462357934,,0.39304814054697657,0.41273323292649244
2000-03-30,0.438486010943432,2.4589282542111173,0.2521316725909208,-1.528378870355054,,-0.13474255169021024,1.1444915499603865,0.032863839371536946,-0.07116455648983536,-0.013499166165105745,,0.3842680942735854,0.41682354317823234
2000-03-31,0.39068934111968456,2.3213880367328272,0.1618500247753351,-1.4920037904112526,,-0.20647481805232157,1.168687252553835,0.0202150753690595,-0.07996706491096946,-0.04557638954303252,,0.19667435046373097,0.25950595801321164
2000-04-01,0.3327131653239892,2.1698040659672224,0.09179726047775785,-1.4564487214618793,,-0.3225950811865817,1.1810083028234268,0.0202150753690595,-0.07996706491096946,-0.04557638954303252,,0.19667435046373097,0.25950595801321164
2000-04-03,0.2652626745726504,2.0121116462199806,0.015362745752609184,-1.4333035102030303,,-0.4487726113737228,1.1809151024674156,0.02780498925242562,-0.08848096844904647,-0.0015502489761582059,,0.14809562950740865,0.23021626694589392
2000-04-04,0.19949284707526516,1.8484443368791088,-0.08679474848745432,-1.4158696541864455,,-0.5066966560924805,1.1583809572635972,0.07547175733995506,-0.013844655422980008,0.004141975405793975,,0.10376217565144703,0.1135122973219049
2000-04-05,0.1231800247293156,1.6742048761148909,-0.1983460602452463,-1.3945578040400228,,-0.593853530998957,1.1284526428159132,0.11213868098884837,0.02570399594967842,-0.0043575397278190564,,0.08891647316869618,0.10850796168654356
2000-04-06,0.04398421447223644,1.4914968323211115,-0.3138997678373777,-1.3822708220854851,,-0.6787033883171056,1.103298218280039,0.1382385822819199,-0.05287399733481459,0.05126338186709943,,0.04458801002997862,0.1557821612291993
2000-04-07,-0.03841657656691688,1.3017719424181462,-0.44199360683360345,-1.3699300340002425,,-0.7600017433757229,1.0780705589568382,0.16139140280369585,-0.07287723552694936,0.06237751680013851,,0.04640633385209018,0.16602041285455751
2000-04-08,-0.11300369317310772,1.1005831460861863,-0.504699177566447,-1.3608504549653613,,-0.8436220993346291,1.0435701199147125,0.0945685355296051,-0.04502801155941471,0.06619308459333827,,0.028919295040167423,0.13489662363551894
2000-04-10,-0.18696418869054626,0.8843403504724194,-0.5630903350129776,-1.348168585781285,,-0.9051093853685213,0.9972070122376332,0.07631106203300088,-0.12231948695547513,0.032708902395360784,,-0.027134428597607247,0.05294001848785751
2000-04-11,-0.2650853913944831,0.6710588764722134,-0.6368383288104617,-1.321984530601938,,-0.9707654509502429,0.9331024769180136,0.24321431264829405,-0.13843277858421993,-0.05872834804984896,,-0.07146623511566955,0.005024688684717445
2000-04-12,-0.3467021501465369,0.44372395198345976,-0.7310699350388117,-1.2783912235463586,,-1.0645014284584333,0.8967278843274595,0.004995101645618154,-0.009078284926537122,-0.1073999040893842,,0.07460818259916609,0.22129238573586357
2000-04-13,-0.4294577679879823,0.21531054173875697,-0.8501032045842549,-1.2444656617230712,,-1.0950938865577047,0.8270633711863619,-0.0300304615275013,0.0007948257905097564,-0.06843184324557078,,0.06991623913443491,0.1805212358106342
2000-04-14,-0.5025619398793898,0.027622588414011825,-0.9599369096703216,-1.236492815228068,,-1.1285097540769617,0.7845071911643908,0.3198212544436271,-0.10804499412093968,0.07645878853382464,,0.15676146400744487,0.302490905049877
2000-04-15,-0.563745084988685,-0.12843110245626668,-1.04033176690074,-1.2296667596000834,,-1.1564387293847203,0.7361429333983854,0.3746087996110074,-0.28742546893505994,0.13957241167500434,,0.09901875989871324,0.2762915601346406
2000-04-17,-0.6141284615760437,-0.29194954320716404,-1.143995906529168,-1.153792858229564,,-1.1552988675996991,0.6743948676853765,0.33118008850086833,-0.2505349574372752,0.3831349218507048,,-0.013955858942486613,0.22755019285332442
2000-04-18,-0.6825657659136195,-0.4390536770995094,-1.332295330229133,-1.0680279098479961,,-1.129939461296456,0.5564875489049967,0.38409417641067384,-0.21444091980391905,0.4199859030821362,,0.02364412096855567,0.2320384573962054
2000-04-19,-0.7734897121193168,-0.5886700792905711,-1.5604944794488314,-0.9931364020930317,,-1.1046258237408568,0.3794782239767066,0.4114413044416167,-0.21103264437637195,0.4433730909863025,,0.013950148721816711,0.23015085827353596
2000-04-20,-0.7792541012624185,-0.5301306445699325,-1.6254907636480906,-0.8988176629589949,,-1.1334611522015625,0.2916297170664882,0.4029357648696265,-0.23811517231955684,0.44451406362879364,,0.023608160064900366,0.24520327907993056
2000-04-21,-0.7908569237000732,-0.47666319747324043,-1.6891783983009556,-0.8196725306429746,,-1.1640463399224796,0.19527584783928464,0.42799109415361775,-0.2515380847483553,0.4399931514672443,,0.016513532473373047,0.23127932457296624
2000-04-24,-0.8071513587125418,-0.42333488172218153,-1.7493081624406284,-0.7486800809020846,,-1.1904840406741535,0.07605037217633902,0.42935894878221564,-0.26070639098976117,0.4355629403232805,,0.019264055409432185,0.232805865593872
2000-04-25,-0.8182704549665347,-0.2984015525242433,-1.8325197606803847,-0.6663008054736022,,-1.1957743080254135,-0.09835584812902953,0.4925233144696759,-0.30736794080569185,0.49476368221673345,,0.05318652175423794,0.25694134786923023
2000-04-26,-0.8107742715659253,-0.20295103227608174,-1.8267590217114178,-0.5897689940033958,,-1.205167086157413,-0.22922522368131762,0.4449249724831068,-0.29138477749142727,0.5182146066330487,,0.20356903007228438,0.438718936387768
2000-04-27,-0.8125135105205448,-0.1302992280367469,-1.8363059437105924,-0.5027251523539993,,-1.2626153999147045,-0.3306218285866808,0.40333408324202946,-0.25800891765264766,0.5112355750381061,,0.20345148801315163,0.4395350930428261
2000-04-28,-0.8252587450082238,-0.07850439126646538,-1.8509096706412322,-0.41394132529722677,,-1.3486754230165412,-0.4342629148196529,0.3768209411868549,-0.20069859655213135,0.5326676192682018,,0.16130770102752945,0.3859948419183979
2000-04-29,-0.8126940557380953,-0.015036477471088194,-1.8413048027705146,-0.3338296407633362,,-1.3801999617391532,-0.49309939594638447,0.39931538217980433,-0.21624611711810998,0.5337572417700103,,0.1578300551037876,0.3882954568191614
2000-04-30,-0.8024877754692173,0.05651418416575426,-1.8326480113473218,-0.2706914561013885,,-1.4193628986885745,-0.5462506953745556,0.41969149533851846,-0.24931309018187722,0.5317744982481896,,0.15779384911668642,0.38549255086894096
2000-05-01,-0.784067224093681,0.11540898186844041,-1.8546473135849135,-0.1967270267414751,,-1.4219055913468277,-0.562465170663629,0.40176508436670727,-0.22656762659013024,0.5338147662501316,,0.22565547546962342,0.41285338052470255
2000-05-02,-0.7661711162387143,0.14373748885763296,-1.8653567243996088,-0.09814792140354671,,-1.4283907722945313,-0.5826976519535173,0.312737165877215,-0.26702480025347053,0.6067822486894029,,0.22707318228483542,0.4167160524700627
2000-05-03,-0.7629591270848108,0.18522501278668102,-1.849716895749644,-0.038508880511358666,,-1.495398271429299,-0.6163966005204332,0.36199298014057196,-0.3141953734751102,0.5227431972807386,,0.06959752584969396,0.37419095066273567
2000-05-04,-0.7575522281204587,0.2228711811764131,-1.8429969079769843,0.024328472929060114,,-1.5413535086022383,-0.6506103781285445,0.36209835083801567,-0.2992473618670221,0.5432239012330098,,0.07195696133968918,0.3876706020259207
2000-05-05,-0.7468084447168082,0.2721382055951389,-1.8305551014261,0.10147775766956109,,-1.5984564567053154,-0.6786466287173254,0.40362261204727123,-0.32006567529607144,0.5827119271676545,,0.1463505034957723,0.40900031382367946
2000-05-06,-0.739123858423995,0.322779447891059,-1.806242565181681,0.18949249944522434,,-1.6570799352063423,-0.744568739068235,0.41205746492863327,-0.3264962055698148,0.6158467056191116,,0.10451354037230959,0.35538248178953485
2000-05-08,-0.7282316953485277,0.3667805163248498,-1.7879960493189828,0.2599538333414384,,-1.688481368967689,-0.7914154081222553,0.42208477147477824,-0.29644628594904116,0.5900311768343022,,0.10550405835077913,0.3506485932325213
2000-05-09,-0.7229514389177464,0.364813051455566,-1.7916249636829915,0.30746093321226753,,-1.6576767505273144,-0.8377294650462598,0.17914122521765447,-0.21447616751747717,0.5398365822776311,,-0.07050946168319067,0.028251991471362793
2000-05-10,-0.7151015677179097,0.372377353467743,-1.792673746252199,0.36245188644501086,,-1.6201908922579673,-0.8974724399921362,0.2683514677633867,-0.23204342647864518,0.6025635435553556,,-0.061458852354141974,0.009932121699653244
2000-05-11,-0.7137372554197688,0.406657875543992,-1.7762420811032813,0.36790342151022865,,-1.6196745360852935,-0.9473309569644902,0.3833710418651542,-0.29479226716213913,0.4100379634736222,,0.035933713756333446,-0.03379559757696102
2000-05-12,-0.6797586185248681,0.4415907908420926,-1.7625873426253487,0.38271123072252466,,-1.5779240622921074,-0.8825837092715018,0.4178138295464721,-0.2568656563585432,0.47671046131038936,,-0.04848342921341463,-0.05510779307819218
2000-05-15,-0.6599561065807386,0.4485415710326186,-1.7523177853770908,0.3735174005499488,,-1.5168508304640507,-0.8526708886451192,0.34456387911555936,-0.26450781076290963,0.2763922310252805,,-0.07674127428145054,0.022890458614860512
2000-05-16,-0.6479924011117363,0.48009092335088666,-1.744386140551525,0.37034727373643245,,-1.5270598504870374,-0.8189542116074376,0.37838721732886244,-0.2586160946940287,0.25344721387674185,,-0.05145142664040664,0.01265951913872648
2000-05-17,-0.634338396100642,0.5172941660920232,-1.7471427294383566,0.37034318406865024,,-1.5151171614296859,-0.7970694397958413,0.41577118993760576,-0.18443917822576034,0.20407008800172896,,0.040438411319485605,0.05140810625674936
2000-05-18,-0.6473059734829985,0.5544697847541428,-1.748652039145182,0.3702451660902957,,-1.5989506332016155,-0.8136421459126328,0.4195787616043644,-0.18618475225221484,0.19466482646874753,,0.03762848141236209,0.08121827996303313
2000-05-19,-0.6543934675843615,0.587506909640312,-1.7477598853561704,0.3812098638207067,,-1.6623814507633727,-0.8305427752632827,0.43252300876523264,-0.1758903904185558,0.10730682516805877,,0.09662161775249253,0.18326976952365484
2000-05-20,-0.6519450746357116,0.6322463213426931,-1.7381761040069112,0.39286371466751446,,-1.701943863552923,-0.844715441628932,0.48538265532422653,-0.2405912496007059,0.09647494793645046,,0.07398585336239617,0.18153146769494757
2000-05-22,-0.6452229553558745,0.6893071374077598,-1.7168560902610634,0.4045097749457853,,-1.7444771826789174,-0.8585984161929365,0.5296311172425286,-0.30009378925507035,0.08411721894526769,,0.0745417203065907,0.17708496611264304
2000-05-23,-0.6406499710525908,0.7342977141771198,-1.692092963529289,0.4149600869944631,,-1.7885682455190044,-0.8718464473862437,0.5787549251320344,-0.32297891035134846,0.08879904267548551,,0.09132463235425144,0.3345085643054998
2000-05-24,-0.6315576485960505,0.7362402330720511,-1.663182191492932,0.404952421112337,,-1.7985986376449064,-0.8372000680268021,0.49339616284910814,-0.34880438468811203,0.11569497827843371,,0.12982706208872913,0.4293497684378541
2000-05-25,-0.6312278298027142,0.6924227255176415,-1.6578994598549606,0.3882487076998987,,-1.7823657557373613,-0.7965453666387892,0.40223448007204227,-0.23787102421978037,0.1631199600316587,,0.1480846222372026,0.44155993616063527
2000-05-26,-0.6463897960421299,0.5779542527829941,-1.6500970830849169,0.39137243138868544,,-1.7639218830542858,-0.7872566982431264,0.4025205925346115,-0.244040333241897,0.11599713504402684,,0.1198190784827654,0.4163564137634829
2000-05-29,-0.661958755863619,0.4728725428460635,-1.645493458101884,0.39273869921938237,,-1.7455808483869573,-0.7843307148946993,0.4953536476703379,-0.19054862376053708,0.13193529681964408,,0.12356375619714867,0.40753565344732556
2000-05-30,-0.6441715762604716,0.4445092999647483,-1.6268848080713465,0.3967880385447058,,-1.647620211853843,-0.7876501998866229,0.4907505437111459,-0.0396069778886706,0.3543521679600823,,0.3077619443321774,0.388842013270929
2000-05-31,-0.6282590666565432,0.43470023757363857,-1.6056939975638722,0.39504711521973884,,-1.5714388523636982,-0.793909836148523,0.4948114342923656,-0.014958959575229875,0.3485280944600227,,0.2893551162887379,0.3505513244861863
2000-06-01,-0.6266798073718822,0.34308755796293317,-1.5609720666724098,0.3867546126099839,,-1.5194270300912278,-0.7828421106686902,0.5096864299240558,0.07206696313934349,0.1954459364798993,,0.26396994022719406,0.37599845248796093
2000-06-02,-0.5829172288094622,0.3555599793080404,-1.4375886752830804,0.37407304635396665,,-1.4317246717875118,-0.7749058226387258,0.5510507697471482,0.2613872525989632,0.1656145082657619,,0.31815595735169133,0.3199442991308134
2000-06-03,-0.5474838239530943,0.35959597676726274,-1.3365229441102775,0.3595999298250557,,-1.3546665577367392,-0.7654255245107733,0.5433695493492557,0.24396740496369662,0.2025222406115201,,0.31027893036982007,0.34084620061220733
2000-06-05,-0.5137359860815127,0.3424240290680481,-1.2631381480216377,0.3451081094740395,,-1.2426324286246129,-0.7504414923034004,0.5316265367269339,0.19605522609126863,0.20157039231733953,,0.36216028600902084,0.37184218119087875
2000-06-06,-0.485639031586296,0.2912166293418164,-1.2310099467887796,0.33526579391762407,,-1.1129962346897808,-0.7106713997123598,0.48098738300276433,0.16532759186644577,0.08089331129137542,,0.39972190101423377,0.46307521552102004
2000-06-07,-0.4358167184145548,0.2206444084674785,-1.1867149834312876,0.32237271386691646,,-0.8887133901239759,-0.6466723408519056,0.4203656800910129,0.20645988520123443,0.09418893903311877,,0.5033013023693318,0.5334326589282125
2000-06-08,-0.3930917416517601,0.12214423133961354,-1.1202967933668266,0.3062676349471382,,-0.6725985592220589,-0.6009752219566667,0.4288558760158197,0.23563834503911324,0.041730707490128666,,0.5150005259203677,0.49519872649303215
2000-06-09,-0.34698115997198115,0.03978914071025764,-1.0189982483219044,0.2502077106811444,,-0.420863316889872,-0.5850410860395314,0.5139583971560442,0.2778378503073709,0.12316588095019519,,0.5630105818347767,0.3986723499336295
2000-06-12,-0.32434598891016775,-0.04265462760446374,-0.9370969209360452,0.16740630982551902,,-0.2367852433336087,-0.5725994625022404,0.4971535704796024,0.2582328727030759,0.14905981054116918,,0.5165709667555329,0.38076600236676156
2000-06-13,-0.31193154983942273,-0.15059698492416265,-0.8910654214997097,0.09166118034868849,,-0.04905357080239225,-0.5606029523195377,0.46716551115350685,0.17663558773614313,0.3308741073772914,,0.5354424432185135,0.37848499579795913
2000-06-14,-0.3216033954630216,-0.27319648579173944,-0.854961946905627,0.017277760167581674,,0.0683740652199559,-0.565510370005279,0.45282750457381815,0.1544825944954266,0.3858612507757632,,0.5457891214496734,0.3647029353307943
2000-06-15,-0.33429074801619435,-0.3571935780322297,-0.8181851662431622,-0.024319895843495726,,0.10515873248068808,-0.5769138324427723,0.3157095839378616,0.15384538763626354,0.37557969077586967,,0.44090040209652964,0.2288621467996136
2000-06-16,-0.3407213163351261,-0.4553131035623313,-0.7766609399532247,-0.07449667355544784,,0.17472498679254764,-0.5718608513971745,0.3707139890232733,0.17194698181106235,0.4174444780710642,,0.4005679570814168,0.2259704443319956
2000-06-17,-0.3515412436440452,-0.5604965650449202,-0.7330276733788155,-0.13218463173787695,,0.2353768765024917,-0.5673742245611054,0.35747878235805536,0.1833571956395038,0.40019153513568884,,0.38856326574693323,0.23430995951274716
2000-06-19,-0.37080484263603314,-0.6679489827772918,-0.717877520655958,-0.15809990313705866,,0.23925100301889926,-0.5493488096287564,0.40950636136738255,0.07010308295955492,0.5016145671242582,,0.20163357339156995,0.12456964210615586
2000-06-20,-0.38416011574116676,-0.7384761963709507,-0.6994563976678101,-0.20634130251608546,,0.23891856911781134,-0.5154452512687989,0.5144920508997709,0.10906399654854776,0.4028918394028263,,0.19469452019153602,0.013548302454247416
2000-06-21,-0.3882986575224742,-0.7439418156361609,-0.6999251379207904,-0.268514801173098,,0.2385285101509651,-0.467640043033287,0.6530002943226382,0.028692879920811914,0.29440239787742667,,0.10774803363633284,-0.026443452392537946
2000-06-22,-0.3878348880267339,-0.7498260936070852,-0.6856283096706418,-0.31226632419023803,,0.261393322771695,-0.4528470354373995,0.6441113337971653,0.07374581151178011,0.2504820168184201,,0.34495322080045815,0.09656007537818488
2000-06-23,-0.377372492703149,-0.7353806968585871,-0.6642319195873693,-0.3425909992954953,,0.2869500758514537,-0.431608923625747,0.6789016192489675,0.10774985457968489,0.1612871562820986,,0.3579653620693757,0.07611120377465698
2000-06-26,-0.36126105624638416,-0.7744754520805595,-0.6346261414125567,-0.3144953147874234,,0.35695141637601646,-0.43965978932739785,0.6635639907572146,0.15199866600802128,-0.027119248981151842,,0.4620707503479702,0.23147907769638854
2000-06-27,-0.3614140126321989,-0.8419896049346098,-0.6083592961611954,-0.2878857151577197,,0.40024327797892784,-0.46907872488639735,0.6528889876631203,0.13745898162696985,-0.048001108183601204,,0.4675080225958622,0.2791606019612373
2000-06-28,-0.37945537870703594,-0.8574465834200566,-0.5788900094632774,-0.35249445890622066,,0.4007870714233474,-0.5092329131689723,0.5760840324823542,0.1593348744226765,0.10975762329527351,,0.4492240451480223,0.16408562576864466
2000-06-29,-0.43769027120844645,-1.0560822607699583,-0.5832353074548948,-0.46875779403544904,,0.427308298136569,-0.5076842919184993,0.47357233078884237,-0.09678725248536318,0.26352847710378513,,0.3894917679702362,0.261897125242595
2000-06-30,-0.5103164432279085,-1.3261436795832642,-0.5885032819389019,-0.5699298089217573,,0.44181789752025025,-0.5088233432158696,0.4907149235375389,-0.0871655686944126,0.26605879665477716,,0.37104560449743823,0.3180684257113494
2000-07-03,-0.5161951581598093,-1.3386481456651336,-0.5885038961616463,-0.6029098515562086,,0.4553647135139667,-0.5062786109300252,0.5271096979007631,-0.05102739649115688,0.19852206418253984,,0.31806234525823657,0.24814987882187908
2000-07-04,-0.5210129977852518,-1.338160710623002,-0.6039836257784893,-0.6184593608090451,,0.45343751642002433,-0.49789880813574694,0.5230838647215648,-0.0034336942054195465,0.20632981270490588,,0.29951250909173915,0.18262283787388825
2000-07-05,-0.5184030412562797,-1.3546240365403852,-0.5760429270602917,-0.6078617576713393,,0.4193945395450589,-0.47288102455444103,0.4928030433472692,0.2063410838256476,0.16788706766653172,,0.3497494074991444,0.0895775545547031
2000-07-06,-0.5168171727492465,-1.3585475647803467,-0.5565377652022503,-0.6099519000804496,,0.40207225882906256,-0.46112089251224897,0.4797400566227993,0.1650666578107712,0.20751457187338804,,0.36381180544489294,0.14760902896060854
2000-07-07,-0.5108130360223969,-1.349022190349773,-0.5416141367385694,-0.6030535481331936,,0.39945499098408127,-0.4598302958745301,0.543398445224568,0.152468049438817,0.13451151962948552,,0.42795782319267767,0.25007849462348686
2000-07-10,-0.49802719334230705,-1.342290297771878,-0.5213688200914696,-0.584780204255462,,0.41644968574785424,-0.4581463303405799,0.5398258341827294,0.2027355962095149,0.08390995769247661,,0.4731702343260666,0.2542650494453289
2000-07-11,-0.4904078433601845,-1.337347354960469,-0.49860188964012714,-0.5456941259884834,,0.38690767421933675,-0.45730352043117967,0.5157837303102741,0.23386557433476365,0.01681854169186248,,0.3878617344170949,0.26249001213432477
2000-07-12,-0.4838439063343857,-1.3260030291430054,-0.48101505224209634,-0.5210144286720362,,0.36445433421238616,-0.4556413558271761,0.5505061616642066,0.23454389592301336,0.04654661893163293,,0.4210250068169737,0.3095325988029004
2000-07-13,-0.48165777742695626,-1.3185796446864069,-0.4721757310850955,-0.5093038844788197,,0.3446469717176388,-0.45287659860209845,0.531006213235597,0.2551655906384563,0.029014228473132175,,0.4004807605490189,0.3240852688949094
2000-07-14,-0.47566422629812,-1.3136207355955296,-0.4597464978719335,-0.5058926188478283,,0.37602703068934645,-0.475088309864655,0.5124864018136515,0.2704410162114668,0.016626803994643384,,0.43673412907390474,0.27226567783815536
2000-07-15,-0.4715519565828529,-1.3135285036243411,-0.44407884072991693,-0.505736531146385,,0.40438450922822095,-0.4988004166418426,0.5124864018136515,0.2704410162114668,0.016626803994643384,,0.43673412907390474,0.27226567783815536
2000-07-17,-0.4422664952770396,-1.3217712181986534,-0.38813570013811194,-0.5066496362856103,,0.5068393302996173,-0.5016152520624394,0.4670656991880359,0.37872690950518606,-0.018586464006178322,,0.5934107873852936,0.37507751586096444
2000-07-18,-0.4139324526492006,-1.3246242793563472,-0.3340057660615375,-0.5246357578906302,,0.6246889013691757,-0.5110853613066637,0.4898868994383735,0.39857227362235814,0.010687046618422959,,0.6299799171017931,0.33116857713104736
2000-07-19,-0.3819582644211752,-1.3138669206795976,-0.2811037044518099,-0.5386804197400983,,0.7446178569149572,-0.5207581341493271,0.5624905787119994,0.4324348084742904,-0.015783295970251573,,0.6482970690493185,0.32515773985141966
2000-07-20,-0.34206555602755107,-1.3041435084517286,-0.21400697011461414,-0.49682460748155416,,0.811946133509037,-0.5072988275988952,0.5743363557903849,0.47702136157629194,-0.15968611625687779,,0.5620735825864378,0.04967682123344718
2000-07-21,-0.3356831926332099,-1.3182401816380862,-0.18454568456574955,-0.5350446469665276,,0.8042642295995286,-0.44484967959521465,0.5938250205210669,0.4183552073391321,-0.0871810390215565,,0.34213671209626095,-0.08532414814579745
2000-07-24,-0.3304275811109546,-1.3121404128823755,-0.17389443084221706,-0.549299139285826,,0.7478023663715697,-0.3646062889159242,0.6070846084944909,0.41981492286184396,-0.06809076034225194,,0.29073728705606566,-0.11900019949897885
2000-07-25,-0.3292664821841005,-1.3111104471480242,-0.15627524858082287,-0.5779928267268241,,0.6906038927844235,-0.29155778124925485,0.5977238916269866,0.4497100537698312,-0.07546463533504802,,0.3145993705198009,-0.12738462388146402
2000-07-26,-0.328319941616944,-1.3013316933737857,-0.1464045735222324,-0.6354426267523293,,0.6843529994121653,-0.24277381384853777,0.5943752582218234,0.4677343489981139,-0.07843007805435986,,0.14654653272588128,-0.10294341977970665
2000-07-27,-0.3305055639257855,-1.2989329854841904,-0.15082101231245984,-0.6969111447249734,,0.6662037348186924,-0.17206641192599642,0.5586061031278828,0.45363913679731016,-0.14362855280253092,,0.1370145947784199,-0.14091851884601808
