date,composite_instability,Europe→US_inst_z,Gold vs SPX_inst_z,10Y vs SPX_inst_z,HY vs SPX_inst_z,AUDJPY vs SPX_inst_z,JPY vs SPX_inst_z,Europe→US_roll21,Gold vs SPX_roll21,10Y vs SPX_roll21,HY vs SPX_roll21,AUDJPY vs SPX_roll21,JPY vs SPX_roll21
2010-09-20,-0.5413317557076006,0.4411922140055827,0.46836131143506105,-1.0450759362695414,-0.12317346254239692,-1.3804505832467424,-1.608844077627567,0.8355981410619724,-0.24971901027718765,0.7454574615552265,-0.7105774581317343,0.7873013327963854,0.3622319026443316
2010-09-21,-0.5762681598218338,0.263923634996315,0.45744740625954555,-1.0501401236333148,-0.13324701246119855,-1.3867295052204307,-1.6088633588719192,0.8432050635024357,-0.22116867101085685,0.7371537975589066,-0.7076972627097223,0.7794748736612537,0.3622064750199041
2010-09-22,-0.613602930543252,0.03062370917141432,0.470831407883796,-1.0535705157788697,-0.1445679679655077,-1.3844188004537892,-1.6005154161165556,0.8167221808256192,-0.262344814258797,0.701831880822014,-0.6626656106164975,0.7450558430892001,0.28429371945319154
2010-09-23,-0.6311062056168297,-0.05255256268951417,0.4847227395523517,-1.0572698005511507,-0.150063057387427,-1.4007391539169558,-1.6107353987082822,0.8400695965781901,-0.2657527698660304,0.6908548116247616,-0.6781610246243589,0.7667223102936139,0.29115326751894327
2010-09-24,-0.636510279054959,-0.10756442132214705,0.539088692567945,-1.0625249921855138,-0.1572997643086441,-1.4161822578781358,-1.6145789312032583,0.8826366523528627,-0.3209299418861464,0.6784750694581492,-0.666388738906822,0.7602340650394692,0.25356794392261145
2010-09-27,-0.6263468433491742,-0.14478832069810502,0.5969329172084787,-1.0633495621695839,-0.16219015638213474,-1.411497244651629,-1.5731886934020711,0.8948867874184654,-0.2942893199329113,0.6700417819620925,-0.650687138325947,0.7263784528751911,0.18995728827972427
2010-09-28,-0.606530080243478,-0.1957915617665954,0.6718597280774778,-1.0591455569044943,-0.1642352446236575,-1.3793274997557123,-1.5125403464878866,0.8947255622821932,-0.3232039649749188,0.6031311173568643,-0.5891913296785849,0.6784268678211608,0.12693337543936853
2010-09-29,-0.6006280924962537,-0.3254870860630593,0.7437708142804454,-1.051199592002594,-0.18250586084253934,-1.340629234670629,-1.4477175956791462,0.8996924723443569,-0.30307992258929867,0.5680006183326206,-0.5644367875916337,0.6796666117375579,0.1228296072322969
2010-09-30,-0.5811221052280137,-0.504625679456818,0.7923870980515089,-1.0204041186628403,-0.17723197772764732,-1.2000317090028505,-1.3768262445694348,0.8480768099204621,-0.24422320887134605,0.46371460056951275,-0.45608739675525284,0.5592577343250742,0.09380506140592389
2010-10-01,-0.564629239368268,-0.6606368028647917,0.841769348030595,-0.9827135592561015,-0.15393676828369293,-1.1185254379427663,-1.3137322158928508,0.8548823150553951,-0.250966016235358,0.4443646867926409,-0.43735663081135173,0.5964702833267824,0.09705295196960699
2010-10-04,-0.5375609160208236,-0.7408444379528052,0.8630581141841761,-0.9276496545292877,-0.1226677651677307,-1.049244810142403,-1.2480169425168905,0.8577236354262634,-0.1734461960467779,0.39694407532089365,-0.41446628714499395,0.6034474451038295,0.07230444690432525
2010-10-05,-0.5104810351930152,-0.830210116615147,0.8552047620367512,-0.8878646495220747,-0.09638248973428369,-0.9226775297154116,-1.1809561876079258,0.8829051868211816,0.09124231008293643,0.3669603369382149,-0.426089503639322,0.5291266270828232,0.04840935013564844
2010-10-06,-0.4654313562423719,-0.9405478365526689,0.853313301031856,-0.7962935315797997,-0.053710615664567,-0.7469491495224982,-1.1084003051665532,0.8447065578117967,0.1306977079827061,0.28298282906233274,-0.38667643848840405,0.456018855262597,0.017302682914977652
2010-10-07,-0.4184799281528157,-1.0069534496551629,0.8528790694690457,-0.7004900733206397,-0.007418410515470963,-0.5996719585158929,-1.0492247463787734,0.8394363733525123,0.17984691104257453,0.2665476053186477,-0.3695831845149757,0.4545525736146082,0.03133981533289101
2010-10-08,-0.37603216397118544,-1.0688502506356243,0.8672097238794426,-0.6300166126495792,0.028191097114876607,-0.4566957153478802,-0.9960312261883477,0.8505684234017161,0.2140258348172488,0.2796929474944861,-0.3947358417436739,0.42988855647216057,0.018805678400250114
2010-10-11,-0.33822612420519665,-1.1520284317865455,0.8844610557312917,-0.5599811760063704,0.05913680138144958,-0.32522835144746703,-0.9357166431035381,0.8493203311449806,0.2279159247356635,0.265917718382079,-0.40411193168898296,0.42710677472421216,0.004579091761534009
2010-10-12,-0.3076528758757022,-1.2124318244456518,0.8866068521158094,-0.5016586755726277,0.08433571375459414,-0.2043016750075536,-0.8984676460987838,0.8392927706654457,0.2373884238197554,0.3084231210633973,-0.416942458524434,0.4122049364353757,0.028030374499359842
2010-10-13,-0.2776028700085618,-1.2919496419116956,0.9285884198445818,-0.443523240597758,0.1062433653882351,-0.09885658025539154,-0.866119542519343,0.7940489906590663,0.34292838302106843,0.2994059703425393,-0.42612981376436926,0.4145420774764455,0.02037582469449254
2010-10-14,-0.2648440489103285,-1.3785677470556592,0.9627811322750173,-0.35016401522198487,0.13182287375249227,-0.11352350528971236,-0.8414130319221239,0.7825098066294706,0.3451900972653234,0.19761295455863842,-0.4071317724919402,0.6903252714452444,-0.008299060728589396
2010-10-15,-0.2643674117858817,-1.494504436029584,0.9913067505486094,-0.2699696438912841,0.13997544709201146,-0.12785504480701282,-0.8251575436280302,0.7771129946859537,0.33602312116358807,0.2096756773310525,-0.4743428203800157,0.6749007535023352,0.0059505210466615135
2010-10-18,-0.2515536353822392,-1.5606184479885454,1.0070835162198963,-0.18398350547952588,0.17920771396679158,-0.13723375993934644,-0.8137773290727052,0.785716348237092,0.3165322513540596,0.17815184433441048,-0.35425886622219366,0.6297859422602965,0.02086903117184707
2010-10-19,-0.22303936934998828,-1.6257262257304714,1.1084338616058724,-0.13232124438248719,0.20337148629422339,-0.15689364943490294,-0.7351004444521642,0.7416731264347289,0.5294719841802041,0.24881934837762687,-0.3993261577775267,0.6715219710047122,-0.2057448230299936
2010-10-20,-0.18322139253721567,-1.6791384920449746,1.2061613905145414,-0.08270027840676773,0.25041820879243853,-0.17831394806701362,-0.615755236011518,0.7376577404389131,0.5273829343201454,0.24074351101418293,-0.3192192260423699,0.6937991877877172,-0.3044722733828297
2010-10-21,-0.12147114002520022,-1.6750365925189965,1.3264871791817157,-0.030892612369964614,0.31534993774386466,-0.19282715845480203,-0.47190759373301855,0.7043293374460781,0.5643981694008683,0.22067706315988217,-0.2617364294031475,0.6667563320002832,-0.36777832100491975
2010-10-22,-0.08257294576222375,-1.7980349034103862,1.423650967376252,0.019522631555518134,0.3864149427884947,-0.18878737361478268,-0.33820393926843856,0.6862533400565546,0.5982118756019945,0.21964382612336525,-0.20356767803248224,0.6197692637359432,-0.3676696362682445
2010-10-25,0.008379775877005271,-1.7353554548469328,1.5692070798105,0.10431868090287848,0.48962726893645725,-0.16613881087489774,-0.21138010866597362,0.6022054198410809,0.677031255077094,0.10177703489926698,-0.12171691993204377,0.5581280695175593,-0.39202097001506714
2010-10-26,0.11353842469520133,-1.6244442158663912,1.7238634579829457,0.2252628573944362,0.6323533345562997,-0.15660464310219008,-0.11920024279389226,0.5851354589534267,0.6898348763014874,-0.011417534738479179,-0.028009235177075008,0.5954363655705855,-0.332969229002258
2010-10-27,0.2025946661159107,-1.570221558094347,1.865884224539516,0.3375985415132538,0.7666586430823037,-0.14910249348688062,-0.0352493608583817,0.6071934064992699,0.6899644071053596,-0.025362528626846074,-0.029020601424002795,0.5966813571713722,-0.3431422756915915
2010-10-28,0.2871376188044508,-1.4513342200344193,1.980351158659986,0.42826290945588225,0.8777759612846161,-0.1449859863580009,0.03275588981864073,0.5971002927716618,0.6624308805710549,-0.002821756689501489,-0.05419319856486621,0.6078816118081218,-0.3184280610353594
2010-10-29,0.367412409220009,-1.2896840312824032,2.0714411127132237,0.5003739962662425,0.9839270920332428,-0.14294546726044638,0.08136175285019447,0.5883903825534854,0.6368965585866073,0.01782245440867921,-0.055506152655172836,0.6014013451256969,-0.28856639990291755
2010-10-31,0.4376034898852617,-1.1658376437598004,2.1526390576148966,0.5650762288629948,1.0930972020050078,-0.14112094556111193,0.12176704014958331,0.6166058084855787,0.6343793592866946,0.020659009338936267,-0.0483845603203265,0.5942873351798346,-0.2853431857796799
2010-11-01,0.5240321873225485,-0.954492727429062,2.237362920350331,0.6429380880200216,1.211270022813029,-0.14204357873975498,0.14915839892072652,0.5609451054441904,0.6524072563704535,-0.04054057745016079,-0.0099560404640159,0.5849399585183284,-0.2505633881069377
2010-11-02,0.6352941427731466,-0.6101598484026355,2.297882888346061,0.7209161735047535,1.385983266607901,-0.15885026557211035,0.17599264215490948,0.48787540244362965,0.6002545058484642,-0.06332634083925932,0.12268682097090954,0.7034323426981501,-0.2667467864238303
2010-11-03,0.7413836034451581,-0.24935587051740565,2.3342197549569828,0.8060079656929874,1.543667548162247,-0.17613000418024166,0.18989222655637877,0.4662777879414125,0.5589156973067784,-0.11349988066936861,0.11974858420074493,0.6950106596400027,-0.23402759690323074
2010-11-04,0.8210209623346804,-0.15390776015405314,2.4478387353955227,0.9648391403455255,1.6402601694710763,-0.18913642938494551,0.21623191833495667,0.6036393867536173,0.6947274038412738,-0.33052923661818145,0.020661628748692328,0.6334738837622815,-0.31050150191407533
2010-11-05,0.8921200378880952,-0.05283162671682022,2.5597122151654967,1.0972011713028798,1.7227827502568043,-0.21067040604534606,0.236526123365556,0.6106467276180203,0.6897851662308444,-0.32204067078838045,-0.0075059602768308385,0.6571387357766444,-0.2585461139796837
2010-11-08,0.9587332331607145,0.03721236739285592,2.6641947409709763,1.2238165146500783,1.811574900351645,-0.23559546415906588,0.2511963397577975,0.618334660821933,0.6865664403516417,-0.3299946538194192,0.03369469833292902,0.6643171252227568,-0.2460443076838987
2010-11-09,1.041204577143671,0.18022087680910803,2.731063276724536,1.373753105600107,1.9184586627145075,-0.24771264590734504,0.29144418692111335,0.5748903643002199,0.6463343630542485,-0.426509081855511,0.1182068705072102,0.6731196470571318,-0.3132338910869771
2010-11-10,1.1409139754914208,0.4672272832729468,2.7721837522916455,1.5106408047006599,2.032366860980013,-0.2600249199299239,0.3230900716331831,0.48342148559443443,0.6064799038908072,-0.427232797250675,0.16777801836933157,0.6656682285183471,-0.2822603652922576
2010-11-11,1.2170049163487688,0.6819162045337653,2.800127488460504,1.6186779864150713,2.1179412025068305,-0.28266393133912077,0.36603054751556413,0.4984420122618153,0.612351891161489,-0.3982558564194745,0.14744129408669177,0.6801736909590537,-0.3369688295074129
2010-11-12,1.297927991336426,0.9090648891453063,2.8435674293496698,1.7577713053026292,2.1700438569402767,-0.294239905020519,0.4013603723011929,0.4622996072954884,0.6821075339781615,-0.5244825557786554,0.1285003066737246,0.7319124777047679,-0.3073152290392513
2010-11-15,1.3716979438411574,1.1647382714291077,2.8688508924902765,1.8595802630003102,2.201082678494961,-0.29538636146196345,0.43132191909425255,0.4343490442240502,0.6906929556377379,-0.45634218486804073,0.076489039502375,0.7525718501717966,-0.2943310789781123
2010-11-16,1.3856327718669357,1.2019800494483686,2.8891115189718515,1.9053724698688592,2.1595277586257384,-0.29859446791294186,0.45639930219973773,0.5749625212587016,0.6743783863030038,-0.27865668768151214,-0.24918628674034787,0.6774249012895011,-0.2672398696089087
2010-11-17,1.3947625961125052,1.2343217124668846,2.91054834225672,1.9442490321752195,2.115139892808071,-0.3000456892143455,0.46436228618247904,0.5672207694976361,0.6793224474715884,-0.2782937765456452,-0.3009775359219377,0.639463807321889,-0.18692245256536325
2010-11-18,1.3792182377138784,1.1779747290147744,2.937341135507603,1.9678110325226073,2.0477687116464285,-0.3070615991295285,0.4514754167213851,0.6700722227663289,0.713688532578798,-0.2601371811826013,-0.36820990035513274,0.7298560839783315,-0.11624400917196227
2010-11-19,1.3627168880427154,1.1319869347972027,2.9586659607480907,1.986194713734871,1.9804368748917407,-0.31610997919830686,0.43512682328269403,0.674494297660407,0.7130843899284087,-0.2637082716260911,-0.35742212721646605,0.7142359437840315,-0.11692747513168715
2010-11-22,1.346053772289693,1.096094108498367,2.977281315067126,1.99342869944025,1.916519366276384,-0.3226686157254547,0.4156677601814867,0.6751427846119769,0.7100790121888035,-0.23916849094656678,-0.35821367382951225,0.7166283277229589,-0.09392091009529092
2010-11-23,1.3085094862623594,1.0538214001002002,2.9418751168134367,1.9747229477995973,1.8370340710612065,-0.33051397186084597,0.3741173536605601,0.732939999858364,0.5537230797051313,-0.17904015485857033,-0.4794633565833351,0.7659660880049616,-0.025884316313819097
2010-11-24,1.2651287290431588,1.0178201794554853,2.8946225124474894,1.9279981622097926,1.7602730727899845,-0.3330420362717025,0.3231004836279042,0.7697811028759879,0.4827951104905746,-0.006671995205435805,-0.5491908380924062,0.8038739323480376,0.04998722468995669
2010-11-25,1.226949377545935,1.0042275842263748,2.8568729127515247,1.8825226737954965,1.6848377184533652,-0.332004097322696,0.2652394733715444,0.7603528584357652,0.4936247540841897,-0.0034558652698888255,-0.553625513029166,0.8077340340595288,0.065659405350144
2010-11-26,1.1740941619773124,0.9525355443241758,2.8032224816161784,1.8266326703913707,1.6018909624181235,-0.34639399410457755,0.20667730721860342,0.765762299471996,0.5195324180094145,0.023429220011088412,-0.5539658378258926,0.8167440661515545,0.008228194849824379
2010-11-29,1.1239492878187396,0.9115903357581957,2.7464434016668418,1.7678595752429114,1.5161549662176064,-0.35146361626329886,0.15311106429018106,0.6957942291864732,0.5170483477525315,0.029438510286928288,-0.5529337987806248,0.8170417039678571,0.008292414671568441
2010-11-30,1.0684110168943581,0.8660072764880984,2.672364197636012,1.7027290170696727,1.4284417014738344,-0.3572303596992163,0.09815426839774821,0.6939031929755142,0.47084602548606164,0.042276461001778655,-0.567607165573605,0.8181783312696919,0.0826493526133757
2010-12-01,1.0135338035990593,0.8109931165946643,2.5940906754433986,1.62960216754482,1.3525514820548414,-0.3554531988278859,0.049418578784516984,0.7521973026810256,0.4201337720203536,0.24784278387878117,-0.665777025184036,0.8407257140737656,0.18069221583155404
2010-12-02,0.9567585513609284,0.750893084068375,2.5132821217521935,1.5539879408923492,1.2830004282570935,-0.3510638256146477,-0.009548441189793139,0.779290353866591,0.43792838782135396,0.2509500478463162,-0.6862177824179234,0.8519171136078444,0.0710688948109291
2010-12-03,0.8989153998936225,0.681030419024768,2.4104600169802737,1.4842530011492745,1.2181066327061176,-0.3331427372713056,-0.06721493322739289,0.7542217579051239,0.28695629317457433,0.40616120038024844,-0.7114783938764339,0.8853522596334978,0.1172369520594161
2010-12-06,0.8434153985778329,0.6384603932914497,2.2817131639343504,1.4116679766065645,1.1806799420237297,-0.3088401239550134,-0.14318896043408305,0.755007915993297,0.26880301398371054,0.3947844296108507,-0.710202027066812,0.8871961939429742,0.09963515769036749
2010-12-07,0.778779852151863,0.6005197353181517,2.1567832426016738,1.3263601735209363,1.130118556142754,-0.293881133354408,-0.2472214613179306,0.7523080683871323,0.27025030578234527,0.35980374414452226,-0.6396510681270808,0.885211281168863,0.09435542641995978
2010-12-08,0.7195876785255977,0.5632756348663943,2.0260181163416338,1.255203048142839,1.09675397212238,-0.2773963672263785,-0.34632833309328165,0.7693501541222512,0.24955764614963025,0.41497263098292053,-0.6929214112245019,0.8887149688044471,0.14961890857872578
2010-12-09,0.6632734458188809,0.5392725185040185,1.907241213123802,1.1764164240754684,1.077850264201919,-0.2593963331780534,-0.46174341181386813,0.80078668257217,0.27349115384169315,0.40251440901420915,-0.7509902488374788,0.8932707340088343,0.11684635884694318
2010-12-10,0.6230329628207126,0.5234765896299206,1.7819226960273682,1.0995530178678172,1.0619687408229546,-0.21925124664899134,-0.5094720207747934,0.8048343281935955,0.2678238017300257,0.41473890453528606,-0.7563665437480593,0.892796136207522,0.13175711051417544
2010-12-13,0.5921046450408968,0.5293741591951205,1.6688966158351803,1.0393615484579801,1.0630733419288212,-0.19041360977294813,-0.5576641853987734,0.8424582545410213,0.1150388170278428,0.53669968925275,-0.7948752360713841,0.8731318667992842,0.13939395457919423
2010-12-14,0.5670177039168764,0.5763351652068723,1.5573492662041932,0.9795656935929472,1.0562950349642242,-0.15716679444714607,-0.6102721420198322,0.8587764338465331,0.11527154365128942,0.5429265928385018,-0.7667826442850398,0.8889718144450378,0.1576704505025344
2010-12-15,0.541821390331031,0.581927707166172,1.4829415373724975,0.9152505543301185,1.0436572990862043,-0.11408106990601265,-0.658767686062794,0.8274972313080519,-0.08933490913460926,0.4413524686613024,-0.6913673790574463,0.9173812695582687,0.16274695308916712
2010-12-16,0.5162304086423481,0.5810673265454983,1.4321668994496082,0.8453127094270324,1.0255913191031014,-0.07425633569848121,-0.7124994669726703,0.8273031266938012,-0.11952999213758989,0.3857207432775081,-0.6616287543659968,0.910095202881988,0.13954861589300369
2010-12-17,0.5011045708607376,0.5809392905199875,1.4127239946559786,0.7858121860723254,1.0127630638949805,-0.03613782015165724,-0.7494732898271895,0.7973931102171781,-0.23995388590253502,0.41150503277392925,-0.6377386067518664,0.8969913606913066,0.09646586139988024
2010-12-20,0.4816605375886276,0.5622903489911054,1.390245161602193,0.7283157178802138,0.997761965489698,0.0008290618225311276,-0.789479030253976,0.7959920561474718,-0.2361374623258304,0.41476655140147917,-0.6427788060963298,0.9025923404115311,0.0937885550867206
2010-12-21,0.4509700987882523,0.501249911505346,1.3351540957724204,0.6689833223869597,0.9824850777559221,0.03910432518296354,-0.8211561398740982,0.7969364303877835,-0.22631795178386677,0.38417682736782477,-0.6273849057391402,0.9056729839943706,0.08132908992172196
2010-12-22,0.4040693138484181,0.40240873568351454,1.230070801022035,0.6092901367170097,0.95796918895573,0.06644908768847828,-0.841772066976259,0.7449045049505282,-0.06982212069713979,0.3747284474105934,-0.5445782918775585,0.8697010272499603,0.04256287507343021
2010-12-23,0.3519114591063981,0.2942352730765013,1.0866252543653854,0.5565324614661877,0.9410676637356692,0.08566813849946374,-0.8526600365048189,0.7056623253874221,-0.011913470691581997,0.296245960468072,-0.5168963082260336,0.845925467232703,0.015469847310005988
2010-12-24,0.3002652442003584,0.17273000186038348,0.9495996140978358,0.510393482292238,0.9278397141678152,0.1038471588367689,-0.862818506052891,0.7314167612617856,-0.011913470691581997,0.29509874775526324,-0.5168963082260336,0.84533401180957,0.01867677401196891
2010-12-27,0.27101240742982613,0.10729178334241213,0.8748948390802761,0.4818793240515728,0.9244461601339024,0.09458715247509104,-0.8570248145042977,0.7184921761578593,-0.10010834618379998,0.26918671732047117,-0.505353039844697,0.823041113820895,0.11448533262199904
2010-12-28,0.24463674650868192,0.04787481700720155,0.801396827886092,0.45283023381077314,0.9184480349494621,0.09416293431333553,-0.846892368914773,0.7746366819793172,-0.11535683835400266,0.21864422196939995,-0.4604004156106669,0.8274683726919947,0.14304459872377878
2010-12-29,0.21799064784531394,-0.009969501125980107,0.7275086513446942,0.43003582761932635,0.9105219885231237,0.09121058860280296,-0.8413636678920839,0.7862271477017002,-0.015207826592130371,0.20504933672447512,-0.39093599642717936,0.8135496887566955,0.0955972403051892
2010-12-30,0.2121268139852581,-0.05334388718886862,0.7534241901315921,0.41342443555935804,0.9245400129965938,0.07597817701626121,-0.8412620446033883,0.5632221762493956,-0.010275468417006347,-0.043972599055687914,-0.10380947935052405,0.5815594428664428,-0.17158724390186178
2010-12-31,0.28015684328049434,0.3004688960082693,0.8038382249715161,0.4052733204063491,0.9677808070942162,0.04609431182101286,-0.8425145006183975,0.36328541315764173,-0.051175982261453354,-0.04241490044631984,0.032264023804934455,0.5260957465320103,-0.11025141185405142
2011-01-03,0.30170648729329386,0.33193434069523736,0.8656365877732395,0.3956136825593803,0.9788920656715527,0.059206538284519786,-0.8210442912241664,0.5219766182078486,-0.058147813799743,-0.0018863767642429343,-0.11267592915073368,0.4334750624214097,0.16538341120107766
2011-01-04,0.30413296099677756,0.31374489391298727,0.8789286824865985,0.3860144587970767,0.9961291922791734,0.05285150119139691,-0.8028709626865673,0.5428558766830599,0.11067781065827409,-0.03805254550808148,-0.06722688374789802,0.44414344680905815,0.14609900170236334
2011-01-05,0.3048328413605334,0.29863244288078994,0.898116767443419,0.3736870473721077,0.9924226565200698,0.02077787716364593,-0.7546397432168319,0.5306438397187158,0.09263492077416195,0.05397249907826211,-0.21285475610235685,0.4919442745611015,0.2745713290494845
2011-01-06,0.3112231713836075,0.3712848076658385,0.906429933950275,0.35629672714295496,0.9862035500956556,-0.03261685475249221,-0.7202591358005869,0.46582988026446204,0.14440959327092426,0.06741152555039598,-0.23307169794872407,0.5177201334107009,0.23563945093880756
2011-01-07,0.31790869110852754,0.4312538215543063,0.9246469659868483,0.3403415901234385,0.9766276581239604,-0.08573861345412687,-0.6796792756832618,0.49904062002653593,0.12867847008257263,0.129823226754267,-0.28278763525999623,0.5167600974670848,0.2642949555983019
2011-01-10,0.3465161079529251,0.5150452031296786,0.9380164866060937,0.33260205248252717,0.9677086518473114,-0.03549994934085163,-0.6387757970072091,0.48097181321746174,0.14921292978641112,0.07194919522882205,-0.2913651276241789,0.5052577773485611,0.26754845720254716
2011-01-11,0.3642599439690544,0.555182119787037,0.9434259885221787,0.3239399994723747,0.9536417818198172,0.004927259430153493,-0.5955574852172345,0.5107635375970779,0.1920150659383292,0.0848860676857743,-0.2977198649842063,0.5201438722195431,0.28724838585537527
2011-01-12,0.35854902113432896,0.505708448792842,0.947625045156852,0.31853587173014764,0.945917235637832,0.003082966811088795,-0.5695754413227887,0.6113541564703964,0.19477976864893803,0.1407680252124049,-0.33646186462700584,0.6468211253598902,0.22326610342755523
2011-01-13,0.36685412655714406,0.4859462560269228,0.9575487981060282,0.3167543118448118,0.9378084844464978,0.014520842670007411,-0.511453933751403,0.6239505368420992,0.0867686019409964,0.2672746977006467,-0.3841681588415198,0.6076106893651139,0.3863651415608528
2011-01-14,0.39529258424625513,0.4727260464750687,0.9871985357415782,0.3313484913210242,0.9352150547935734,0.10549984269330658,-0.46023246554701985,0.6040013625101721,0.003774437926679905,0.3850508528227132,-0.45155453048741623,0.41423273122858506,0.4333659055316932
2011-01-17,0.4225877202725316,0.4763641912934334,1.0030024766290322,0.3463373848547421,0.9321801424237506,0.2052456790762074,-0.42760355264197625,0.6011804798717251,0.011301527403424133,0.3794749535850219,-0.4683640486139495,0.38597973344562436,0.4424267958525593
2011-01-18,0.44866894430790544,0.49564222034814653,1.0085378149483297,0.360090625849299,0.9244754429881177,0.3041620862677584,-0.4008945245542192,0.5783481448826049,0.0023905562619170474,0.37315975115185746,-0.46660695520461537,0.3673878382822339,0.44752808990884074
2011-01-19,0.4662354654527768,0.5095755770594692,0.9969523510726408,0.3820576025097965,0.9094953069329137,0.37165589715121194,-0.372323942009371,0.5809461532287562,-0.03759019189909192,0.39705219135190045,-0.5019044971160703,0.3912231066088842,0.4974859996305732
2011-01-20,0.4680988792155565,0.5087958299621966,0.9616352071484309,0.39125954709229677,0.871849457496182,0.4394813732563897,-0.3644281396621571,0.5959515229476089,0.002521499046880004,0.32851705788351104,-0.45715122234685523,0.40056337091069605,0.4011768544460762
2011-01-21,0.46814837966267775,0.515380205742505,0.9229252575914171,0.3993769374614454,0.8333842555380719,0.5114190002815616,-0.37359537863893494,0.599414672425276,-0.011162938229726154,0.33406161389337247,-0.4712939817822333,0.38679042745213,0.36283213961422195
2011-01-24,0.4638403988504815,0.5223368137013826,0.8818730706384025,0.4067361343661727,0.7973746222322884,0.5585970896345627,-0.3838753374699204,0.5889461204820242,0.00930851739316834,0.3262742426427552,-0.45841472852645215,0.4375347324149679,0.3513188391183915
2011-01-25,0.4570593045950959,0.5153730319468159,0.8412911236183922,0.41439410017120915,0.7595947540675901,0.6025476318299242,-0.3908448140633562,0.6156145357926512,0.019024098297662707,0.32853620911086845,-0.4563795798006238,0.4389158591124903,0.35370866192313394
2011-01-26,0.4497060068091558,0.5161629603351149,0.7911735606055386,0.4310515785264336,0.72230724162136,0.6400250594556136,-0.40248435968912644,0.6247020734639316,0.040025467833568085,0.4044630525895814,-0.511885528117793,0.4487827456479235,0.347495870279741
2011-01-27,0.4340896346486674,0.4884651011812655,0.7290375714093739,0.44665115398797955,0.674373271966524,0.6744307372671939,-0.4084200279203324,0.6279562630008931,0.03720243083176347,0.43148757115672737,-0.5304748243646686,0.44968257200515493,0.35582705254654257
2011-01-28,0.4172204384137794,0.3878327780876068,0.7775444089153972,0.4652322062571576,0.5726763421795898,0.6923246799489693,-0.39228778490604405,0.6139894750590297,-0.25384863968838406,0.4740954942476222,-0.4199124743245309,0.5252902128064263,0.48505771154303146
2011-01-31,0.39714268188075347,0.28099987834958445,0.8308538569541112,0.4805197240918506,0.4659233346362562,0.7050921595485938,-0.3805328622958756,0.5601578791041207,-0.2589881665889994,0.500531916555052,-0.37406610163831777,0.5438821300494208,0.46147829894316555
2011-02-01,0.36556651133187956,0.281620885416542,0.790288367898612,0.45954002867144583,0.3900072593632392,0.7069681753578355,-0.43502564871639715,0.6004135868625337,-0.1892217213510154,0.5287702978164892,-0.379995680744595,0.5920672666116177,0.18920439445456413
2011-02-02,0.34243046654954307,0.2855950656012505,0.7834553801022408,0.430952119368832,0.32190767728052316,0.711289282383205,-0.4786167254387926,0.5969903211163601,-0.2931997112741463,0.5063586489096816,-0.33688365631275435,0.5839883679634467,0.1884763250089704
2011-02-03,0.3081864925775173,0.2803871524068288,0.7431368285284273,0.3944595508897576,0.23724799563440377,0.7170364614731884,-0.5231490334675023,0.6333619861363913,-0.2458416167967608,0.503695114045626,-0.32477044001433764,0.576310947162642,0.14929089476305388
2011-02-04,0.25590691349175493,0.2527507966325433,0.7113513988986367,0.32220459010148933,0.11465615744089622,0.7250223699344648,-0.5905438320575004,0.6554812104320564,-0.25129152487579764,0.4892504465037533,-0.29980086971908315,0.5636642948103171,0.166952018564014
2011-02-07,0.18183038043126734,0.12695548455217923,0.6862938936107769,0.23725750600842935,-0.0401278928900131,0.7328260446710504,-0.6522227533648186,0.6599760421573131,-0.25253432640854734,0.46405084230992144,-0.2873293789832386,0.563690971261335,0.1730211876813704
2011-02-08,0.10194993681546348,0.020288858141443336,0.63206691883108,0.15092739590382434,-0.1936953841553386,0.7409291512784988,-0.738817319106727,0.6891569764343028,-0.2110847498289526,0.4509400293895992,-0.27658407774754235,0.5621361400700919,0.15778834693234528
2011-02-09,-0.005396540749055878,-0.14513289923271205,0.5364452481558656,0.007032109235865472,-0.3528264362767252,0.7427364339013963,-0.8206337002780254,0.706747687564777,-0.2298805265560637,0.46539156478350424,-0.3055607289953491,0.5867040227197239,0.1433923459723002
2011-02-10,-0.12141734553273915,-0.3800138025767062,0.4268858389525595,-0.12513850418660352,-0.4939082737025221,0.7474943754943887,-0.9038237071775513,0.7002936731864511,-0.24677581521191438,0.46448053630087716,-0.3039809261808271,0.5504885525321638,0.15036552063319528
2011-02-11,-0.17276485246553386,-0.4152890735676769,0.30982081135379236,-0.2100389927281367,-0.49719648189043586,0.7587468994428513,-0.9826322774035975,0.7034687485400878,-0.24361884900435066,0.39603302602628665,-0.24449070897255912,0.5393361711059556,0.1507947848956117
2011-02-14,-0.22791747355275707,-0.44815463338228545,0.15147114531478267,-0.30373129155988815,-0.4899711791177344,0.7591731261277516,-1.0362920086991687,0.7325596036890982,-0.17502480965984202,0.39193864926739574,-0.24247149668868034,0.719378801158938,0.14830387615031732
2011-02-15,-0.2768364006295193,-0.43288333337472673,-0.0431984540240199,-0.39933945564758105,-0.4761288693990069,0.7590123368913753,-1.0684806282231565,0.7314638405657513,-0.1965582269888146,0.40015289930923437,-0.2505744884771509,0.7335564656196334,0.11153813230407507
